time,opening_price,closing_price,high,low,volume,opening_price_log_return,closing_price_log_return,high_log_return,low_log_return
1700866800000,0.620729491167385,0.6222228504173372,0.6188762008945572,0.6216694199011862,13251370.80124388,,,,
1700870400000,0.6216685434739365,0.6216685434739365,0.6189289542850515,0.61927254814772,11585181.495790945,0.0015116773516902942,-0.00089124658762693,8.523698629853615e-05,-0.003862992461905271
1700874000000,0.6193563626765476,0.6217097248462267,0.6189972589890489,0.6215688872888999,13401682.403407536,-0.003726248298967808,6.624110032224384e-05,0.00011035343356395301,0.0037012654431608084
1700877600000,0.6215385900141553,0.6233925812801387,0.6193785914633884,0.6228785458076872,16080433.948912613,0.003517186660317262,0.0027031633470821896,0.000615859048370277,0.0021048040559374565
1700881200000,0.6227676941886262,0.6230786221378439,0.6220119342896636,0.6222782306695752,12862726.006782249,0.0019755659676833283,-0.0005037567624079582,0.00424257592037016,-0.0009642403205205058
1700884800000,0.6221180142919462,0.6223412590856732,0.6202460486187075,0.6209752693837349,20667767.784963425,-0.0010437583968326818,-0.0011841197486000407,-0.0028430275912001307,-0.0020960516303775004
1700888400000,0.6207320976573925,0.6211953888381733,0.6200797706620289,0.6201381578320719,9293009.78771409,-0.0022302242171921074,-0.0018429220782979492,-0.000268119803828802,-0.0013489688536898233
1700892000000,0.6202211229226007,0.6224262130336954,0.6194344626277278,0.6212377092823047,12509779.87180884,-0.0008235197833338531,0.0019794197777589003,-0.0010412274022695595,0.0017715049356363467
1700895600000,0.6213838561274326,0.6232496058932095,0.6209673032316754,0.6222938239249224,10142981.694245223,0.0018729524516282587,0.001322002028012473,0.0024715240277917733,0.0016985735678366628
1700899200000,0.6223661675608979,0.6230595945539393,0.6212697054627637,0.6218847567210971,14035489.530234514,0.0015795965732750845,-0.0003049184595190802,0.000486867216071189,-0.0006575699420140757
1700902800000,0.6218353306611879,0.6233611476187015,0.6212400734707609,0.6218574757644297,10196691.94975348,-0.0008532973681157248,0.0004838704306542114,-4.769699604908635e-05,-4.3869149023302714e-05
1700906400000,0.6219690672367104,0.6224224436858978,0.618598719606272,0.6203437233045845,15293862.145715442,0.00021504438521676992,-0.0015070099124946657,-0.004260808542646632,-0.002437210993334688
1700910000000,0.6197837049758222,0.6202814230524666,0.6156628453318965,0.6182504236409979,22543815.820818644,-0.0035198061417728156,-0.0034457489175515675,-0.00475730573619377,-0.0033801252198504385
1700913600000,0.6182706080150712,0.6203424747864222,0.6179379278808232,0.6194772721408209,11008812.401992109,-0.0024443155655284564,9.84210188297303e-05,0.003688527403270636,0.001982421344850525
1700917200000,0.6196212700631762,0.6201734072677472,0.617654507600177,0.6194154734238209,10933799.409755265,0.0021821979900024453,-0.00027257614701703024,-0.0004587601501567872,-9.976443444770423e-05
1700920800000,0.6192090958503758,0.6201471514304738,0.6180875490436124,0.6192486614471453,10609750.353142122,-0.0006654248060918683,-4.233717984134197e-05,0.000700860602474859,-0.000269341741619669
1700924400000,0.6190767215949021,0.6203813498223217,0.617018433871651,0.6195863114279919,10484308.079197971,-0.0002138024260844644,0.000377578418220526,-0.001731212468841002,0.0005451089073210149
1700928000000,0.6197418315038816,0.6215883449991266,0.6196065081537565,0.6207370704244518,8579543.281640204,0.0010737810976791274,0.0019436795629215878,0.0041857122119731485,0.0018555795101273358
1700931600000,0.6205514004247584,0.6227253764795246,0.6203216472701529,0.6210972345377976,8239550.804346174,0.001305447800581453,0.0018275645076386035,0.0011535171494658205,0.0005800518185156282
1700935200000,0.6211070022093341,0.6217991663525003,0.6203137292944514,0.6212066718802413,14522947.407486023,0.0008949350650375938,-0.0014884564605185128,-1.2764388072803085e-05,0.00017618449424712938
1700938800000,0.6211182892512787,0.6215736939084804,0.6203559876544129,0.620940193315913,5369327.787165419,1.8172294546589757e-05,-0.00036267873249873193,6.812185290019919e-05,-0.00042906129038813455
1700942400000,0.620868822449293,0.6216311748566268,0.6196222252170837,0.6196261082548434,7355336.232442179,-0.00040172205168703283,9.247220571854913e-05,-0.0011835087348479345,-0.002118525307175978
1700946000000,0.6196647617693963,0.6211870692516035,0.6193811705084404,0.6204707383826571,5532549.840333947,-0.001941198647605037,-0.0007146750959462593,-0.0003891106554127597,0.0013622004776661846
1700949600000,0.6203945708202384,0.6212878886721771,0.6198371142763544,0.6210165123721975,5321836.228121505,0.0011770551874772214,0.00016228805281248538,0.0007358571029591115,0.0008792261448794844
1700953200000,0.620973581124835,0.6237400480478162,0.6207348076570189,0.6228146358037671,13848604.0601986,0.0009328583880269858,0.0039391285514290735,0.0014472253022583164,0.0028912681384668897
1700956800000,0.6230727605844585,0.6232435054366178,0.6210557981889171,0.6218617790349782,12769461.410246067,0.003374764076779871,-0.0007963900342627892,0.0005169801374503252,-0.001531091846158584
1700960400000,0.621789693415628,0.621789693415628,0.6196405540702957,0.6199127103743114,16430106.152076293,-0.002061380546985476,-0.0023353797843903633,-0.002281371634350176,-0.0031391694351305356
1700964000000,0.6197369818579301,0.6213547524403933,0.6189543980844372,0.6210924329022727,10180851.780168245,-0.0033067568648369127,-0.0006997432911864596,-0.00110795874770369,0.0019012377018983674
1700967600000,0.6209699127654529,0.6215067499497352,0.6198168944582889,0.6198168944582889,6946526.6517416835,0.0019874658853071066,0.00024459283646218995,0.0013925032302792688,-0.002055813209073167
1700971200000,0.6201246377722572,0.6209728133311578,0.6192717865099762,0.620804229199305,9312852.200764695,-0.0013621446061876528,-0.000859469511168693,-0.0008798530595125111,0.0015916784433773433
1700974800000,0.621060688808468,0.6213455640479707,0.6200002991687699,0.6208993566760472,6249536.0724279145,0.0015083182078070424,0.0006000888899110427,0.0011757107275002189,0.000153220910385323
1700978400000,0.620887904538849,0.6211428482323121,0.6196114546549181,0.6211343821391692,8423946.85237632,-0.00027824705734085144,-0.0003263061698663042,-0.0006273650203881374,0.0003784526274644386
1700982000000,0.6211542776359605,0.6221505065716564,0.620896464726583,0.6217740721500961,7871224.740876378,0.0004289276242277409,0.0016209506084533603,0.0020717490170094944,0.0010293438188488154
1700985600000,0.6219895080274979,0.622670586571919,0.6208177967733379,0.6217123124769575,9787954.041503128,0.0013437391987094476,0.0008355900030737025,-0.00012670862498641327,-9.933309114261751e-05
1700989200000,0.6216878698442168,0.6216949552558195,0.6200912816894807,0.6214403420400012,8247493.81133344,-0.0004850746577249263,-0.0015680786444455801,-0.0011709402074286802,-0.000437549548411617
1700992800000,0.621381396544045,0.6362381539631011,0.6209420438811389,0.634374275799263,83164911.47680032,-0.000493091277643517,0.02312340235836318,0.0013710547612222554,0.020599204570450665
1700996400000,0.6342979447333602,0.6346088629163064,0.6287959635325266,0.6299758983571183,62809338.78890928,0.02057372988378792,-0.002564103968172076,0.012569071281168567,-0.006957558554505356
1701000000000,0.6304714477812573,0.6369297324836647,0.6301670582775202,0.633716449475033,51553633.15844772,-0.006050919084383044,0.0036504942171640986,0.0021781343269200613,0.00592005174189807
1701003600000,0.6337711611526468,0.6337711611526468,0.6274372585593593,0.6283875916181717,34944741.4068102,0.005220075388922568,-0.004971394687943457,-0.004341276455429149,-0.008444453625885752
1701007200000,0.629044890557298,0.629044890557298,0.6207756788206139,0.623785452088049,48573525.18540455,-0.007485322437411272,-0.007485322437411272,-0.010673888703335055,-0.007350677728311832
1701010800000,0.6238053240861113,0.6266085530176873,0.6217170372826302,0.6224639646651563,23769854.13298111,-0.008364283227350652,-0.003880593979937572,0.001515274302913011,-0.0021207438902944003
1701014400000,0.6225170611074807,0.623377873854538,0.6114734280574262,0.6128502684178014,88738273.87687095,-0.0020673036972522715,-0.0051691543002073265,-0.016613564772089088,-0.015565092805232827
1701018000000,0.6129456084453729,0.6170464386779987,0.6118457076152751,0.6160583122618014,15863810.569073698,-0.01549483347082695,-0.010208587655834711,0.0006086385122006919,0.00522097604600027
1701021600000,0.6159687174218846,0.6176825131060921,0.6132484572864915,0.6148238642072957,19736505.931753077,0.0049199769439322305,0.001030306260239606,0.002290028512799709,-0.002005794692579489
1701025200000,0.6146651704089692,0.618296801103706,0.6144531914853109,0.6182812817890496,12229448.84243514,-0.0021184976512278694,0.0009940102413217113,0.0019625852693417848,0.005607675311621149
1701028800000,0.6182393130137704,0.6202307800378096,0.6164591065971116,0.6189548076141647,15143173.576626997,0.0057979392000709505,0.00312303179266318,0.0032592360813976334,0.0010887588834767423
1701032400000,0.6192025663475416,0.6194211010379244,0.6171669524032182,0.6179615258373331,11326017.673806896,0.0015568464982404363,-0.0013063007887673143,0.0011475858160186422,-0.001606061725401653
1701036000000,0.6180915682876784,0.6195068692858167,0.6180398790967406,0.6191199318629653,20633916.97090115,-0.0017958516529767681,0.00013845558431768666,0.0014134099918876823,0.0018728053144833647
1701039600000,0.6190162383070112,0.6190468654046911,0.6160401839823596,0.6160401839823596,15370298.922344724,0.0014948902376979898,-0.0007428081469418495,-0.0032407895150292263,-0.004986809764059175
1701043200000,0.6159985928998422,0.6171722291584192,0.614610186656981,0.6147713760473443,30987602.357635643,-0.004886826192364627,-0.003032856702277759,-0.0023239711344413805,-0.0020617427162236013
1701046800000,0.6146660174274009,0.6157784896361316,0.6124543336277364,0.6131912110167288,27270244.272677734,-0.002165620075630275,-0.002260820476755161,-0.0035138417121733947,-0.002573638512218664
1701050400000,0.613240973931033,0.613240973931033,0.6088009024606199,0.6097239484078951,31195839.808458533,-0.0023210945880746967,-0.004129339503582558,-0.00598309339073983,-0.005670502770059805
1701054000000,0.6095856887562845,0.6100371045167949,0.6062437601962569,0.6100318769998704,30100427.169392448,-0.005978436966507109,-0.005238182219524555,-0.004209139167191302,0.0005049020338377196
1701057600000,0.6099807451881891,0.6120227956412995,0.6090133747504322,0.6118059308733367,21594060.926676385,0.0006478637567039215,0.003249747204367489,0.004558079553166493,0.0029039126285138957
1701061200000,0.6115812754503899,0.6116806906735445,0.6077494270473919,0.6083149505870985,23613104.245477792,0.002620466502792354,-0.000559130509136431,-0.0020775588402258704,-0.005722367128424423
1701064800000,0.6082117355893477,0.6101092862645818,0.6074277234994797,0.6074363188809586,36958344.85862789,-0.0055247872406614116,-0.002572300158106633,-0.0005294759785156804,-0.0014454138460338695
1701068400000,0.6072976225294149,0.6086049275712143,0.6012414571167255,0.6075739907668444,49141404.5288828,-0.0015040825908210897,-0.002468764933324964,-0.010236581692009939,0.0002266184663319584
1701072000000,0.6075659516780448,0.6080609731772395,0.6042150684081452,0.6048525902170403,22829986.455475498,0.0004417436800150605,-0.0008941722290122814,0.00493359529774381,-0.004489187490289402
1701075600000,0.6046351988026095,0.6090628862498437,0.604527730386896,0.6085001210753275,24427680.289899066,-0.004835432774006101,0.0016463621038266191,0.0005173341856278062,0.0060123355920617
1701079200000,0.6084407524725648,0.6087000445970135,0.6023303620714904,0.6030290723458632,35242313.762463644,0.006274242185911017,-0.0005959151069172468,-0.0036414732722734,-0.0090317029904565
1701082800000,0.603113699551278,0.6046915819002844,0.600552751900501,0.6039007311455794,36825524.82883127,-0.00879380574469987,-0.006607062701046912,-0.00295558470206271,0.001444423608968881
1701086400000,0.6039013439221665,0.6054455642098575,0.6025251910455616,0.6025251910455616,23684478.454871997,0.001305111294093738,0.0012461106735902425,0.0032789910643693664,-0.0022803566647339665
1701090000000,0.6025873218940877,0.6044754381053774,0.6000342497134578,0.6028965475964326,25430480.83883093,-0.00217825924913361,-0.0016036192619540031,-0.004142738912017815,0.0006161437955113333
1701093600000,0.6029469413761632,0.6035714719542394,0.5979184568635049,0.5985830433728724,29866371.45945778,0.0005966143040465697,-0.0014965748636596346,-0.0035323515499759944,-0.007180351274773683
1701097200000,0.5987018294390575,0.6027464079605852,0.5983262689307509,0.5983262689307509,24645708.560180217,-0.007065508159050481,-0.0013679049876388688,0.0006818204908261918,-0.00042906249190506954
1701100800000,0.5981834966719012,0.6027371115838687,0.5977543489177641,0.6027371115838687,24492362.9682519,-0.0008661361088695378,-1.542348205683992e-05,-0.0009563235923063351,0.007344928759513786
1701104400000,0.6027300564561705,0.6047827340178868,0.6000741681534022,0.6002972831401167,17756395.372344077,0.007571871422087959,0.0033881420638566606,0.003873379374331027,-0.004056129732440407
1701108000000,0.6003735736450361,0.6022882599402853,0.6001638300646949,0.6003478439601712,11671411.525505804,-0.00391734471685307,-0.004133108393941544,0.00014940688695500885,8.422275482270752e-05
1701111600000,0.6004157692735985,0.6012241203637719,0.5955740364326106,0.5987021113778935,25780213.519510817,7.027981856870464e-05,-0.0017683903734496658,-0.007676960481994868,-0.0027450626362718867
1701115200000,0.5986643350724815,0.6000389325003489,0.5953670079818378,0.5969899026310395,16476079.927268159,-0.0029212984859446098,-0.0019732368279494175,-0.0003476720427584584,-0.0028639647954992937
1701118800000,0.5969786176358247,0.6009297091678609,0.5967553807365686,0.5997072255476739,15787349.544528678,-0.0028197691455970468,0.0014834306241763673,0.0023292463853958035,0.004541378971918419
1701122400000,0.5998009395915967,0.6012358384115171,0.5989694347029555,0.6012009868884602,11535391.657694183,0.004716536426067143,0.0005092963292611632,0.003703287693213641,0.002487720702871962
1701126000000,0.6011110155766163,0.604058583729086,0.6011027846423356,0.6038110590499071,14996702.131446743,0.0021818027526059602,0.0046839185951926005,0.0035553730054555086,0.004332033446591225
1701129600000,0.6038106296477258,0.6051245406614043,0.6024548695761797,0.6042738544764115,15794789.992741121,0.00448098612717317,0.001763103018801595,0.002246814679632343,0.0007661637753461851
1701133200000,0.6043081864632528,0.6044975015949998,0.6029426839630865,0.6038343792615959,12921542.89546752,0.0008236885925837321,-0.0010367521435034417,0.0008093834471543397,-0.000727542817651368
1701136800000,0.6038225943417076,0.6040969451948466,0.6014017428687695,0.6035299758687401,13354155.7719923,-0.0008038734802722674,-0.0006628466908532389,-0.002558972169206037,-0.0005042444693884636
1701140400000,0.603695277253724,0.6045882410193023,0.6028866224069824,0.6045597000427513,12627192.191443158,-0.0002108740441037697,0.0008129426208186306,0.0024659879369465037,0.0017047152109857886
1701144000000,0.6044949415090595,0.6051796489996234,0.6023031179273687,0.6023680186530629,14367217.128197609,0.0013237391922016031,0.0009777214824645503,-0.0009683197685455648,-0.0036318393633817093
1701147600000,0.6020888841402741,0.6026563504535055,0.5964113853995088,0.5973852048211544,38127040.42788869,-0.003988219478572299,-0.004178219920812997,-0.00983016382240987,-0.008306445666212296
1701151200000,0.5971553580906295,0.5995298385138051,0.5961937161067232,0.599434096563472,30152464.140361615,-0.00822777163756639,-0.005201388964916627,-0.00036503163524564074,0.0034238982301785037
1701154800000,0.5993215471733454,0.603121749769695,0.5984003201336511,0.602823333393929,28804805.558234166,0.003620949873712448,0.005973337533586857,0.0036943203626175164,0.005638136599123649
1701158400000,0.6026503889080765,0.6032469800392344,0.5977214872912542,0.5977214872912542,29556489.35451748,0.0055389816444568795,0.00020761524547980887,-0.0011350564985345248,-0.008499269209806766
1701162000000,0.5978224641888146,0.6042137327679349,0.5971457428589166,0.6026113234990866,45291932.91362815,-0.008043415119204918,0.001601299197600619,-0.0009636961536279274,0.008147512445860882
1701165600000,0.6029211284177433,0.6056058513177639,0.6021006219096501,0.6056058513177639,29026721.592779588,0.008492562283561761,0.0023013665550847755,0.008263368380131303,0.004956946503849295
1701169200000,0.605614026513892,0.6068786081370356,0.6040789916838146,0.6048266698828634,28154339.24128622,0.004456473677145514,0.00209942037083747,0.0032803929464032826,-0.001287443172383962
1701172800000,0.6048521576363682,0.6060544579956053,0.603621019044332,0.6057595285377749,22141136.364754207,-0.001258802580531939,-0.0013589377539005656,-0.0007584212260771735,0.001541168800325868
1701176400000,0.6058158681888829,0.609481075189798,0.6049772291089364,0.6092521952230643,21894843.30429225,0.0015920314000306766,0.005638051998712977,0.0022442703949264605,0.00574920593332191
1701180000000,0.609332263067518,0.6110205403743192,0.6081167232087672,0.6089504044434036,25475129.425957266,0.005787614865631976,0.002522677530789868,0.005176023016301005,-0.000495468957162184
1701183600000,0.6088905744577531,0.609745828078208,0.6059568067782083,0.6088854278496008,32557220.64790323,-0.0007251360186553592,-0.0020883811879818066,-0.0035581349168394296,-0.00010670829703248724
1701187200000,0.6088889074969355,0.6121749568551963,0.6069613202123083,0.6113720091622167,23398384.9589953,-2.73770554077744e-06,0.0039759238191307104,0.0016563585643678922,0.004075508460738158
1701190800000,0.6112351898096275,0.6145094939805675,0.609302822766654,0.6132425942503895,22874652.33961316,0.003845977978741896,0.0038062599428394716,0.003850323896485454,0.0030549799713187322
1701194400000,0.6132358778304287,0.6140787622369219,0.60991293380261,0.6109013925741694,21291582.893516317,0.0032678433228627117,-0.0007011816352849745,0.001000825462753742,-0.0038250476347975472
1701198000000,0.6109528701652076,0.6135047519980664,0.6106579865142355,0.6114866725427407,17453553.19614419,-0.0037298338441040086,-0.000935187340061026,0.0012208267324093315,0.0009576009943133622
1701201600000,0.611558407243224,0.6138992811408097,0.6106556658530979,0.6135096784600161,10114270.685218986,0.0009906446488113312,0.0006428676225251633,-3.800270525284413e-06,0.0033028796448291166
1701205200000,0.6138624440252605,0.6138659218289748,0.6105926970654285,0.6117512689750044,11620476.869784294,0.0037604052431431784,-5.434151703020256e-05,-0.00010312200144902916,-0.0028702631809181924
